Month,Retailer,StoreType,Category,Units
2019 Sep,EASTERN MOUNTAIN SPORTS,B&M,PANT/CAPRI,"1,263 "
2019 Sep,EASTERN MOUNTAIN SPORTS,B&M,SLEEPING BAG,16 
2019 Sep,EASTERN MOUNTAIN SPORTS,B&M,TENT,22 
2019 Sep,EASTERN MOUNTAIN SPORTS,ECOMMERCE,DAYPACK,196 
2019 Sep,EASTERN MOUNTAIN SPORTS,ECOMMERCE,JACKET/VEST,36 
2019 Sep,EASTERN MOUNTAIN SPORTS,ECOMMERCE,PANT/CAPRI,198 
2019 Sep,EASTERN MOUNTAIN SPORTS,ECOMMERCE,SLEEPING BAG,16 
2019 Sep,EASTERN MOUNTAIN SPORTS,ECOMMERCE,TENT,18 
2019 Sep,FIELDANDSTREAM,B&M,DAYPACK,6 
2019 Sep,FIELDANDSTREAM,B&M,PANT/CAPRI,150 
2019 Sep,FIELDANDSTREAM,B&M,SLEEPING BAG,116 
2019 Sep,FIELDANDSTREAM,B&M,TENT,20 
2019 Sep,FIELDANDSTREAM,ECOMMERCE,PANT/CAPRI,3 
2019 Sep,FIELDANDSTREAM,ECOMMERCE,SLEEPING BAG,16 
2019 Sep,FIELDANDSTREAM,ECOMMERCE,TENT,8 
2019 Sep,FINISH LINE,B&M,DAYPACK,192 
2019 Sep,FINISH LINE,B&M,PANT/CAPRI,0 
2019 Sep,FINISH LINE,ECOMMERCE,DAYPACK,"1,092 "
2019 Sep,"FOOT LOCKER, INC.",OTHER,DAYPACK,82 
2019 Sep,"FOOT LOCKER, INC.",OTHER,PANT/CAPRI,"3,342 "
2019 Sep,HALFMOONOUTFITTERS,OTHER,DAYPACK,102 
2019 Sep,HALFMOONOUTFITTERS,OTHER,PANT/CAPRI,114 
2019 Sep,HALFMOONOUTFITTERS,OTHER,SLEEPING BAG,2 
2019 Sep,HALFMOONOUTFITTERS,OTHER,TENT,22 
2019 Sep,HIBBETT SPORTS,B&M,DAYPACK,732 
2019 Sep,HIBBETT SPORTS,B&M,JACKET/VEST,6 
2019 Sep,HIBBETT SPORTS,B&M,PANT/CAPRI,"1,089 "
2019 Sep,HIBBETT SPORTS,ECOMMERCE,DAYPACK,120 
2019 Sep,HIBBETT SPORTS,ECOMMERCE,PANT/CAPRI,987 
2019 Sep,JIMMYJAZZ,OTHER,DAYPACK,352 
2019 Sep,JIMMYJAZZ,OTHER,PANT/CAPRI,204 
2019 Sep,MACYS,B&M,DAYPACK,"4,848 "
2019 Sep,MACYS,B&M,JACKET/VEST,0 
2019 Sep,MACYS,B&M,PANT/CAPRI,"9,558 "
2019 Sep,MACYS,ECOMMERCE,DAYPACK,"1,548 "
2019 Sep,MACYS,ECOMMERCE,PANT/CAPRI,"3,732 "
2019 Sep,MARINECORPSEXCHANGE,B&M,DAYPACK,144 
2019 Sep,MARINECORPSEXCHANGE,B&M,JACKET/VEST,0 
2019 Sep,MARINECORPSEXCHANGE,B&M,PANT/CAPRI,642 
2019 Sep,MODELLS,B&M,DAYPACK,"4,034 "
2019 Sep,MODELLS,ECOMMERCE,DAYPACK,28 
2019 Sep,MOOSEJAW,B&M,DAYPACK,184 
2019 Sep,MOOSEJAW,B&M,JACKET/VEST,6 
2019 Sep,MOOSEJAW,B&M,PANT/CAPRI,147 
2019 Sep,MOOSEJAW,B&M,SLEEPING BAG,4 
2019 Sep,MOOSEJAW,B&M,TENT,8 
2019 Sep,MOOSEJAW,ECOMMERCE,DAYPACK,"1,908 "
2019 Sep,MOOSEJAW,ECOMMERCE,JACKET/VEST,465 
2019 Sep,MOOSEJAW,ECOMMERCE,PANT/CAPRI,"1,566 "
2019 Sep,MOOSEJAW,ECOMMERCE,SLEEPING BAG,166 
2019 Sep,MOOSEJAW,ECOMMERCE,TENT,136 
2019 Sep,MOOSEJAW,OUTLET,DAYPACK,462 
2019 Sep,MOOSEJAW,OUTLET,JACKET/VEST,87 
2019 Sep,MOOSEJAW,OUTLET,PANT/CAPRI,267 
2019 Sep,MOOSEJAW,OUTLET,SLEEPING BAG,2 
2019 Sep,NEIMAN MARCUS,B&M,DAYPACK,4 
2019 Sep,NEIMAN MARCUS,B&M,PANT/CAPRI,3 
2019 Sep,NEIMAN MARCUS,ECOMMERCE,DAYPACK,2 
2019 Sep,NEIMAN MARCUS,ECOMMERCE,JACKET/VEST,3 
2019 Sep,NEIMAN MARCUS,ECOMMERCE,PANT/CAPRI,21 
2019 Sep,NEIMAN MARCUS,OTHER,DAYPACK,0 
2019 Sep,NEIMAN MARCUS,OTHER,JACKET/VEST,0 
2019 Sep,NEIMAN MARCUS,OTHER,PANT/CAPRI,0 
2019 Sep,NEXCOM,B&M,DAYPACK,"1,680 "
2019 Sep,NEXCOM,B&M,PANT/CAPRI,"1,578 "
2019 Sep,NEXCOM,B&M,SLEEPING BAG,2 
2019 Sep,NEXCOM,B&M,TENT,2 
2019 Sep,NEXCOM,ECOMMERCE,DAYPACK,12 
2019 Sep,NEXCOM,ECOMMERCE,PANT/CAPRI,87 
2019 Sep,NORDSTROMPORTAL,B&M,DAYPACK,780 
2019 Sep,NORDSTROMPORTAL,B&M,JACKET/VEST,(9)
2019 Sep,NORDSTROMPORTAL,B&M,PANT/CAPRI,60 
2019 Sep,NORDSTROMPORTAL,ECOMMERCE,DAYPACK,"1,002 "
2019 Sep,NORDSTROMPORTAL,ECOMMERCE,JACKET/VEST,24 
2019 Sep,NORDSTROMPORTAL,ECOMMERCE,PANT/CAPRI,759 
2019 Sep,NORDSTROMPORTAL,OUTLET,DAYPACK,28 
2019 Sep,NORDSTROMPORTAL,OUTLET,JACKET/VEST,12 
2019 Sep,NORDSTROMPORTAL,OUTLET,PANT/CAPRI,210 
2019 Sep,OLYMPIA SPORTS,B&M,DAYPACK,682 
2019 Sep,OLYMPIA SPORTS,B&M,PANT/CAPRI,99 
2019 Sep,OLYMPIA SPORTS,ECOMMERCE,DAYPACK,8 
2019 Sep,OLYMPIA SPORTS,ECOMMERCE,PANT/CAPRI,3 
2019 Sep,PACIFICSUNWEAR,B&M,DAYPACK,284 
2019 Sep,PACIFICSUNWEAR,B&M,PANT/CAPRI,264 
2019 Sep,PACIFICSUNWEAR,ECOMMERCE,DAYPACK,108 
2019 Sep,PACIFICSUNWEAR,ECOMMERCE,PANT/CAPRI,99 
2019 Sep,PACIFICSUNWEAR,OUTLET,DAYPACK,4 
2019 Sep,PACIFICSUNWEAR,OUTLET,PANT/CAPRI,36 
2019 Sep,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,DAYPACK,820 
2019 Sep,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,PANT/CAPRI,126 
2019 Sep,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,SLEEPING BAG,6 
2019 Sep,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,TENT,4 
2019 Sep,REI,B&M,DAYPACK,"7,496 "
2019 Sep,REI,B&M,JACKET/VEST,36 
2019 Sep,REI,B&M,PANT/CAPRI,"13,722 "
2019 Sep,REI,B&M,SLEEPING BAG,"1,400 "
2019 Sep,REI,B&M,TENT,"1,216 "
2019 Sep,REI,ECOMMERCE,DAYPACK,"1,258 "
2019 Sep,REI,ECOMMERCE,JACKET/VEST,63 
2019 Sep,REI,ECOMMERCE,PANT/CAPRI,"4,167 "
2019 Sep,REI,ECOMMERCE,SLEEPING BAG,554 
2019 Sep,REI,ECOMMERCE,TENT,434 
2019 Sep,RUNNINGSPECIALTYGROUP,B&M,JACKET/VEST,3 
2019 Sep,RUNNINGSPECIALTYGROUP,B&M,PANT/CAPRI,30 
2019 Sep,RUNNINGSPECIALTYGROUP,OTHER,JACKET/VEST,0 
2019 Sep,RUNNINGSPECIALTYGROUP,OTHER,PANT/CAPRI,0 
2019 Sep,SCHEELSSPORTS,B&M,DAYPACK,"2,424 "
2019 Sep,SCHEELSSPORTS,B&M,JACKET/VEST,21 
2019 Sep,SCHEELSSPORTS,B&M,PANT/CAPRI,"15,708 "
2019 Sep,SCHEELSSPORTS,B&M,SLEEPING BAG,296 
2019 Sep,SCHEELSSPORTS,B&M,TENT,128 
2019 Sep,VAILRESORTSRETAIL,B&M,DAYPACK,272 
2019 Sep,VAILRESORTSRETAIL,B&M,JACKET/VEST,18 
2019 Sep,VAILRESORTSRETAIL,B&M,PANT/CAPRI,"1,293 "
2019 Sep,VAILRESORTSRETAIL,B&M,SLEEPING BAG,42 
2019 Sep,VAILRESORTSRETAIL,B&M,TENT,22 
2019 Sep,VAILRESORTSRETAIL,OUTLET,JACKET/VEST,0 
2019 Sep,VAILRESORTSRETAIL,OUTLET,PANT/CAPRI,0 
2019 Sep,VON MAUR,B&M,DAYPACK,604 
2019 Sep,VON MAUR,B&M,JACKET/VEST,0 
2019 Sep,VON MAUR,B&M,PANT/CAPRI,"1,662 "
2019 Sep,VON MAUR,ECOMMERCE,DAYPACK,268 
2019 Sep,VON MAUR,ECOMMERCE,JACKET/VEST,0 
2019 Sep,VON MAUR,ECOMMERCE,PANT/CAPRI,237 
2019 Sep,VON MAUR,OTHER,DAYPACK,24 
2019 Sep,VON MAUR,OTHER,JACKET/VEST,0 
2019 Sep,VON MAUR,OTHER,PANT/CAPRI,51 
2019 Sep,ZAPPOS.COM,AMAZON,DAYPACK,"2,418 "
2019 Sep,ZAPPOS.COM,AMAZON,JACKET/VEST,48 
2019 Sep,ZAPPOS.COM,AMAZON,PANT/CAPRI,"2,271 "
2019 Sep,ZAPPOS.COM,ECOMMERCE,DAYPACK,968 
2019 Sep,ZAPPOS.COM,ECOMMERCE,JACKET/VEST,240 
2019 Sep,ZAPPOS.COM,ECOMMERCE,PANT/CAPRI,"3,144 "
2019 Sep,ZAPPOS.COM,ECOMMERCE,SLEEPING BAG,0 
2019 Sep,ZAPPOS.COM,ECOMMERCE,TENT,(2)
2019 Sep,ZAPPOS.COM,OTHER,DAYPACK,0 
2019 Sep,ZAPPOS.COM,OTHER,PANT/CAPRI,0 
2019 Sep,ZAPPOS.COM,OUTLET,DAYPACK,136 
2019 Sep,ZAPPOS.COM,OUTLET,JACKET/VEST,336 
2019 Sep,ZAPPOS.COM,OUTLET,PANT/CAPRI,"1,692 "
2019 Sep,ZAPPOS.COM,OUTLET,TENT,0 
2019 Oct,AAFES,B&M,DAYPACK,98 
2019 Oct,AAFES,B&M,JACKET/VEST,0 
2019 Oct,AAFES,B&M,PANT/CAPRI,"7,470 "
2019 Oct,AAFES,B&M,TENT,0 
2019 Oct,AAFES,ECOMMERCE,SLEEPING BAG,0 
2019 Oct,AAFES,OTHER,PANT/CAPRI,(24)
2019 Oct,ACADEMY SPORTS,B&M,DAYPACK,760 
2019 Oct,ACADEMY SPORTS,B&M,JACKET/VEST,3 
2019 Oct,ACADEMY SPORTS,B&M,PANT/CAPRI,"5,700 "
2019 Oct,ACADEMY SPORTS,B&M,SLEEPING BAG,4 
2019 Oct,ACADEMY SPORTS,B&M,TENT,0 
2019 Oct,ACADEMY SPORTS,ECOMMERCE,DAYPACK,102 
2019 Oct,ACADEMY SPORTS,ECOMMERCE,PANT/CAPRI,156 
2019 Oct,AlsSportingGoods,OTHER,DAYPACK,108 
2019 Oct,AlsSportingGoods,OTHER,JACKET/VEST,0 
2019 Oct,AlsSportingGoods,OTHER,PANT/CAPRI,114 
2019 Oct,AlsSportingGoods,OTHER,SLEEPING BAG,26 
2019 Oct,AlsSportingGoods,OTHER,TENT,30 
2019 Oct,BACKCOUNTRY,AMAZON,DAYPACK,118 
2019 Oct,BACKCOUNTRY,AMAZON,JACKET/VEST,0 
2019 Oct,BACKCOUNTRY,AMAZON,PANT/CAPRI,771 
2019 Oct,BACKCOUNTRY,AMAZON,SLEEPING BAG,136 
2019 Oct,BACKCOUNTRY,AMAZON,TENT,86 
2019 Oct,BACKCOUNTRY,ECOMMERCE,DAYPACK,528 
2019 Oct,BACKCOUNTRY,ECOMMERCE,JACKET/VEST,9 
2019 Oct,BACKCOUNTRY,ECOMMERCE,PANT/CAPRI,"2,901 "
2019 Oct,BACKCOUNTRY,ECOMMERCE,SLEEPING BAG,452 
2019 Oct,BACKCOUNTRY,ECOMMERCE,TENT,172 
2019 Oct,BACKCOUNTRY,OUTLET,DAYPACK,90 
2019 Oct,BACKCOUNTRY,OUTLET,JACKET/VEST,(9)
2019 Oct,BACKCOUNTRY,OUTLET,PANT/CAPRI,570 
2019 Oct,BACKCOUNTRY,OUTLET,TENT,0 
2019 Oct,BassPro Domo,B&M,DAYPACK,480 
2019 Oct,BassPro Domo,B&M,JACKET/VEST,15 
2019 Oct,BassPro Domo,B&M,PANT/CAPRI,906 
2019 Oct,BassPro Domo,B&M,SLEEPING BAG,8 
2019 Oct,BassPro Domo,B&M,TENT,38 
2019 Oct,BassPro Domo,ECOMMERCE,PANT/CAPRI,66 
2019 Oct,BassPro Domo,ECOMMERCE,TENT,2 
2019 Oct,BassPro Domo,OUTLET,DAYPACK,2 
2019 Oct,BassPro Domo,OUTLET,PANT/CAPRI,0 
2019 Oct,BassPro Domo,OUTLET,TENT,0 
2019 Oct,BLOOMINGDALES,ECOMMERCE,PANT/CAPRI,0 
2019 Oct,BOBS STORES,B&M,DAYPACK,(2)
2019 Oct,BOBS STORES,B&M,JACKET/VEST,0 
2019 Oct,BOBS STORES,B&M,PANT/CAPRI,0 
2019 Oct,BOBS STORES,B&M,SLEEPING BAG,0 
2019 Oct,BOBS STORES,B&M,TENT,0 
2019 Oct,BOBS STORES,ECOMMERCE,DAYPACK,0 
2019 Oct,BOBS STORES,ECOMMERCE,JACKET/VEST,0 
2019 Oct,BOBS STORES,ECOMMERCE,PANT/CAPRI,0 
2019 Oct,BOBS STORES,ECOMMERCE,SLEEPING BAG,0 
2019 Oct,BOBS STORES,ECOMMERCE,TENT,0 
2019 Oct,CabelasDomo,B&M,DAYPACK,622 
2019 Oct,CabelasDomo,B&M,PANT/CAPRI,"2,880 "
2019 Oct,CabelasDomo,B&M,SLEEPING BAG,6 
2019 Oct,CabelasDomo,B&M,TENT,18 
2019 Oct,CabelasDomo,ECOMMERCE,PANT/CAPRI,315 
2019 Oct,CabelasDomo,ECOMMERCE,TENT,6 
2019 Oct,ChampaignSurplus,OTHER,DAYPACK,408 
2019 Oct,ChampaignSurplus,OTHER,JACKET/VEST,3 
2019 Oct,ChampaignSurplus,OTHER,PANT/CAPRI,"1,380 "
2019 Oct,ChampaignSurplus,OTHER,SLEEPING BAG,22 
2019 Oct,ChampaignSurplus,OTHER,TENT,2 
2019 Oct,DICKS SPORTING GOODS,B&M,DAYPACK,"8,132 "
2019 Oct,DICKS SPORTING GOODS,B&M,JACKET/VEST,"1,755 "
2019 Oct,DICKS SPORTING GOODS,B&M,PANT/CAPRI,"18,621 "
2019 Oct,DICKS SPORTING GOODS,B&M,SLEEPING BAG,"2,940 "
2019 Oct,DICKS SPORTING GOODS,B&M,TENT,150 
2019 Oct,DICKS SPORTING GOODS,ECOMMERCE,DAYPACK,"1,914 "
2019 Oct,DICKS SPORTING GOODS,ECOMMERCE,JACKET/VEST,171 
2019 Oct,DICKS SPORTING GOODS,ECOMMERCE,PANT/CAPRI,"2,226 "
2019 Oct,DICKS SPORTING GOODS,ECOMMERCE,SLEEPING BAG,192 
2019 Oct,DICKS SPORTING GOODS,ECOMMERCE,TENT,76 
2019 Oct,DICKS SPORTING GOODS,OUTLET,JACKET/VEST,6 
2019 Oct,DICKS SPORTING GOODS,OUTLET,PANT/CAPRI,408 
2019 Oct,DILLARDS,B&M,DAYPACK,784 
2019 Oct,DILLARDS,B&M,JACKET/VEST,24 
2019 Oct,DILLARDS,B&M,PANT/CAPRI,"7,749 "
2019 Oct,DILLARDS,B&M,SLEEPING BAG,0 
2019 Oct,DILLARDS,B&M,TENT,24 
2019 Oct,DILLARDS,ECOMMERCE,DAYPACK,30 
2019 Oct,DILLARDS,ECOMMERCE,JACKET/VEST,(3)
2019 Oct,DILLARDS,ECOMMERCE,PANT/CAPRI,654 
2019 Oct,DILLARDS,ECOMMERCE,SLEEPING BAG,0 
2019 Oct,DILLARDS,ECOMMERCE,TENT,0 
2019 Oct,EASTERN MOUNTAIN SPORTS,B&M,DAYPACK,270 
2019 Oct,EASTERN MOUNTAIN SPORTS,B&M,JACKET/VEST,48 
2019 Oct,EASTERN MOUNTAIN SPORTS,B&M,PANT/CAPRI,939 
2019 Oct,EASTERN MOUNTAIN SPORTS,B&M,SLEEPING BAG,20 
2019 Oct,EASTERN MOUNTAIN SPORTS,B&M,TENT,14 
2019 Oct,EASTERN MOUNTAIN SPORTS,ECOMMERCE,DAYPACK,80 
2019 Oct,EASTERN MOUNTAIN SPORTS,ECOMMERCE,JACKET/VEST,60 
2019 Oct,EASTERN MOUNTAIN SPORTS,ECOMMERCE,PANT/CAPRI,207 
2019 Oct,EASTERN MOUNTAIN SPORTS,ECOMMERCE,SLEEPING BAG,14 
2019 Oct,EASTERN MOUNTAIN SPORTS,ECOMMERCE,TENT,0 
2019 Oct,FIELDANDSTREAM,B&M,DAYPACK,12 
2019 Oct,FIELDANDSTREAM,B&M,PANT/CAPRI,36 
2019 Oct,FIELDANDSTREAM,B&M,SLEEPING BAG,106 
2019 Oct,FIELDANDSTREAM,B&M,TENT,4 
2019 Oct,FIELDANDSTREAM,ECOMMERCE,PANT/CAPRI,6 
2019 Oct,FIELDANDSTREAM,ECOMMERCE,SLEEPING BAG,8 
2019 Oct,FIELDANDSTREAM,ECOMMERCE,TENT,2 
2019 Oct,FINISH LINE,B&M,DAYPACK,(6)
2019 Oct,FINISH LINE,B&M,PANT/CAPRI,126 
2019 Oct,FINISH LINE,ECOMMERCE,DAYPACK,140 
2019 Oct,"FOOT LOCKER, INC.",OTHER,DAYPACK,24 
2019 Oct,"FOOT LOCKER, INC.",OTHER,PANT/CAPRI,"2,640 "
2019 Oct,HALFMOONOUTFITTERS,OTHER,DAYPACK,62 
2019 Oct,HALFMOONOUTFITTERS,OTHER,PANT/CAPRI,111 
2019 Oct,HALFMOONOUTFITTERS,OTHER,SLEEPING BAG,6 
2019 Oct,HALFMOONOUTFITTERS,OTHER,TENT,10 
2019 Oct,HIBBETT SPORTS,B&M,DAYPACK,514 
2019 Oct,HIBBETT SPORTS,B&M,JACKET/VEST,3 
2019 Oct,HIBBETT SPORTS,B&M,PANT/CAPRI,"1,113 "
2019 Oct,HIBBETT SPORTS,ECOMMERCE,DAYPACK,154 
2019 Oct,HIBBETT SPORTS,ECOMMERCE,PANT/CAPRI,462 
2019 Oct,JIMMYJAZZ,OTHER,DAYPACK,56 
2019 Oct,JIMMYJAZZ,OTHER,PANT/CAPRI,162 
2019 Oct,MACYS,B&M,DAYPACK,826 
2019 Oct,MACYS,B&M,JACKET/VEST,0 
2019 Oct,MACYS,B&M,PANT/CAPRI,"5,406 "
2019 Oct,MACYS,ECOMMERCE,DAYPACK,560 
2019 Oct,MACYS,ECOMMERCE,PANT/CAPRI,"2,424 "
2019 Oct,MARINECORPSEXCHANGE,B&M,DAYPACK,94 
2019 Oct,MARINECORPSEXCHANGE,B&M,JACKET/VEST,0 
2019 Oct,MARINECORPSEXCHANGE,B&M,PANT/CAPRI,420 
2019 Oct,MODELLS,B&M,DAYPACK,874 
2019 Oct,MOOSEJAW,B&M,DAYPACK,92 
2019 Oct,MOOSEJAW,B&M,JACKET/VEST,0 
2019 Oct,MOOSEJAW,B&M,PANT/CAPRI,108 
2019 Oct,MOOSEJAW,B&M,SLEEPING BAG,16 
2019 Oct,MOOSEJAW,B&M,TENT,2 
2019 Oct,MOOSEJAW,ECOMMERCE,DAYPACK,568 
2019 Oct,MOOSEJAW,ECOMMERCE,JACKET/VEST,201 
2019 Oct,MOOSEJAW,ECOMMERCE,PANT/CAPRI,"1,116 "
2019 Oct,MOOSEJAW,ECOMMERCE,SLEEPING BAG,144 
2019 Oct,MOOSEJAW,ECOMMERCE,TENT,72 
2019 Oct,MOOSEJAW,OUTLET,DAYPACK,270 
2019 Oct,MOOSEJAW,OUTLET,JACKET/VEST,66 
2019 Oct,MOOSEJAW,OUTLET,PANT/CAPRI,219 
2019 Oct,MOOSEJAW,OUTLET,SLEEPING BAG,6 
2019 Oct,NEIMAN MARCUS,B&M,DAYPACK,0 
2019 Oct,NEIMAN MARCUS,B&M,PANT/CAPRI,6 
2019 Oct,NEIMAN MARCUS,ECOMMERCE,DAYPACK,20 
2019 Oct,NEIMAN MARCUS,ECOMMERCE,PANT/CAPRI,63 
2019 Oct,NEIMAN MARCUS,OTHER,DAYPACK,0 
2019 Oct,NEIMAN MARCUS,OTHER,PANT/CAPRI,0 
2019 Oct,NEXCOM,B&M,DAYPACK,"1,056 "
2019 Oct,NEXCOM,B&M,PANT/CAPRI,"1,323 "
2019 Oct,NEXCOM,B&M,SLEEPING BAG,0 
2019 Oct,NEXCOM,B&M,TENT,0 
2019 Oct,NEXCOM,ECOMMERCE,DAYPACK,22 
2019 Oct,NEXCOM,ECOMMERCE,PANT/CAPRI,54 
2019 Oct,NORDSTROMPORTAL,B&M,DAYPACK,406 
2019 Oct,NORDSTROMPORTAL,B&M,JACKET/VEST,(9)
2019 Oct,NORDSTROMPORTAL,B&M,PANT/CAPRI,285 
2019 Oct,NORDSTROMPORTAL,ECOMMERCE,DAYPACK,460 
2019 Oct,NORDSTROMPORTAL,ECOMMERCE,JACKET/VEST,(33)
2019 Oct,NORDSTROMPORTAL,ECOMMERCE,PANT/CAPRI,468 
2019 Oct,NORDSTROMPORTAL,OUTLET,DAYPACK,18 
2019 Oct,NORDSTROMPORTAL,OUTLET,JACKET/VEST,36 
2019 Oct,NORDSTROMPORTAL,OUTLET,PANT/CAPRI,81 
2019 Oct,OLYMPIA SPORTS,B&M,DAYPACK,76 
2019 Oct,OLYMPIA SPORTS,B&M,PANT/CAPRI,27 
2019 Oct,OLYMPIA SPORTS,ECOMMERCE,DAYPACK,2 
2019 Oct,PACIFICSUNWEAR,B&M,DAYPACK,120 
2019 Oct,PACIFICSUNWEAR,B&M,PANT/CAPRI,426 
2019 Oct,PACIFICSUNWEAR,ECOMMERCE,DAYPACK,44 
2019 Oct,PACIFICSUNWEAR,ECOMMERCE,PANT/CAPRI,117 
2019 Oct,PACIFICSUNWEAR,OUTLET,DAYPACK,4 
2019 Oct,PACIFICSUNWEAR,OUTLET,PANT/CAPRI,57 
2019 Oct,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,DAYPACK,164 
2019 Oct,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,PANT/CAPRI,102 
2019 Oct,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,SLEEPING BAG,8 
2019 Oct,PETER GLENN_GREEN MOUNTAIN 3P ,AMAZON,TENT,6 
2019 Oct,REI,B&M,DAYPACK,"4,526 "
2019 Oct,REI,B&M,JACKET/VEST,75 
2019 Oct,REI,B&M,PANT/CAPRI,"10,617 "
2019 Oct,REI,B&M,SLEEPING BAG,"1,128 "
2019 Oct,REI,B&M,TENT,618 
2019 Oct,REI,ECOMMERCE,DAYPACK,896 
2019 Oct,REI,ECOMMERCE,JACKET/VEST,57 
2019 Oct,REI,ECOMMERCE,PANT/CAPRI,"3,237 "
2019 Oct,REI,ECOMMERCE,SLEEPING BAG,578 
2019 Oct,REI,ECOMMERCE,TENT,246 
2019 Oct,RUNNINGSPECIALTYGROUP,B&M,JACKET/VEST,3 
2019 Oct,RUNNINGSPECIALTYGROUP,B&M,PANT/CAPRI,132 
2019 Oct,RUNNINGSPECIALTYGROUP,ECOMMERCE,PANT/CAPRI,9 
2019 Oct,RUNNINGSPECIALTYGROUP,OTHER,PANT/CAPRI,0 
2019 Oct,SCHEELSSPORTS,B&M,DAYPACK,"1,076 "
2019 Oct,SCHEELSSPORTS,B&M,JACKET/VEST,3 
2019 Oct,SCHEELSSPORTS,B&M,PANT/CAPRI,"10,989 "
2019 Oct,SCHEELSSPORTS,B&M,SLEEPING BAG,124 
2019 Oct,SCHEELSSPORTS,B&M,TENT,42 
2019 Oct,VAILRESORTSRETAIL,B&M,DAYPACK,98 
2019 Oct,VAILRESORTSRETAIL,B&M,JACKET/VEST,0 
2019 Oct,VAILRESORTSRETAIL,B&M,PANT/CAPRI,534 
2019 Oct,VAILRESORTSRETAIL,B&M,SLEEPING BAG,6 
2019 Oct,VAILRESORTSRETAIL,B&M,TENT,6 
2019 Oct,VAILRESORTSRETAIL,OUTLET,PANT/CAPRI,0 
2019 Oct,VON MAUR,B&M,DAYPACK,130 
2019 Oct,VON MAUR,B&M,JACKET/VEST,0 
2019 Oct,VON MAUR,B&M,PANT/CAPRI,"1,329 "
2019 Oct,VON MAUR,ECOMMERCE,DAYPACK,66 
2019 Oct,VON MAUR,ECOMMERCE,JACKET/VEST,0 
2019 Oct,VON MAUR,ECOMMERCE,PANT/CAPRI,255 
2019 Oct,VON MAUR,OTHER,DAYPACK,6 
2019 Oct,VON MAUR,OTHER,PANT/CAPRI,129 
2019 Oct,ZAPPOS.COM,AMAZON,DAYPACK,"1,518 "
2019 Oct,ZAPPOS.COM,AMAZON,JACKET/VEST,183 
2019 Oct,ZAPPOS.COM,AMAZON,PANT/CAPRI,"1,932 "
2019 Oct,ZAPPOS.COM,ECOMMERCE,DAYPACK,614 
2019 Oct,ZAPPOS.COM,ECOMMERCE,JACKET/VEST,213 
2019 Oct,ZAPPOS.COM,ECOMMERCE,PANT/CAPRI,"1,935 "
2019 Oct,ZAPPOS.COM,ECOMMERCE,TENT,0 
2019 Oct,ZAPPOS.COM,OTHER,DAYPACK,0 
2019 Oct,ZAPPOS.COM,OTHER,PANT/CAPRI,0 
2019 Oct,ZAPPOS.COM,OUTLET,DAYPACK,46 
2019 Oct,ZAPPOS.COM,OUTLET,JACKET/VEST,432 
2019 Oct,ZAPPOS.COM,OUTLET,PANT/CAPRI,"1,170 "
2019 Oct,ZAPPOS.COM,OUTLET,TENT,0 
2019 Nov,AAFES,B&M,DAYPACK,82 
2019 Nov,AAFES,B&M,JACKET/VEST,9 
2019 Nov,AAFES,B&M,PANT/CAPRI,"5,907 "
2019 Nov,AAFES,B&M,TENT,0 
2019 Nov,AAFES,ECOMMERCE,SLEEPING BAG,0 
2019 Nov,AAFES,OTHER,DAYPACK,(2)
2019 Nov,AAFES,OTHER,PANT/CAPRI,(39)
2019 Nov,ACADEMY SPORTS,B&M,DAYPACK,448 
2019 Nov,ACADEMY SPORTS,B&M,JACKET/VEST,0 
2019 Nov,ACADEMY SPORTS,B&M,PANT/CAPRI,"5,451 "
2019 Nov,ACADEMY SPORTS,B&M,SLEEPING BAG,2 
2019 Nov,ACADEMY SPORTS,B&M,TENT,2 
2019 Nov,ACADEMY SPORTS,ECOMMERCE,DAYPACK,212 
2019 Nov,ACADEMY SPORTS,ECOMMERCE,PANT/CAPRI,303 
2019 Nov,AlsSportingGoods,OTHER,DAYPACK,114 
2019 Nov,AlsSportingGoods,OTHER,JACKET/VEST,0 
2019 Nov,AlsSportingGoods,OTHER,PANT/CAPRI,81 
2019 Nov,AlsSportingGoods,OTHER,SLEEPING BAG,82 
2019 Nov,AlsSportingGoods,OTHER,TENT,10 
2019 Nov,BACKCOUNTRY,AMAZON,DAYPACK,270 
2019 Nov,BACKCOUNTRY,AMAZON,JACKET/VEST,3 
2019 Nov,BACKCOUNTRY,AMAZON,PANT/CAPRI,930 
2019 Nov,BACKCOUNTRY,AMAZON,SLEEPING BAG,222 
2019 Nov,BACKCOUNTRY,AMAZON,TENT,150 
2019 Nov,BACKCOUNTRY,ECOMMERCE,DAYPACK,"1,052 "
2019 Nov,BACKCOUNTRY,ECOMMERCE,JACKET/VEST,3 
2019 Nov,BACKCOUNTRY,ECOMMERCE,PANT/CAPRI,"4,773 "
2019 Nov,BACKCOUNTRY,ECOMMERCE,SLEEPING BAG,558 
